;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
45952; Person; Human; end of time;5261;Iter;2;37;659;343;353;204;747;410
45953; Person; Human; end of time;5261;Iter;3;659;54;747;935;457;22;951
45954; Person; Human; end of time;5261;Iter;4;476;98;270;788;457;594;130
45955; Person; Human; end of time;5261;Iter;5;621;991;878;406;143;843;672
45956; Person; Human; end of time;5261;Average;107;186;786;418;532;755;718;622
45957; Person; Human; end of time;5261;Maximum;316;695;738;617;652;566;27;588
45958; Person; Human; end of time;5261;Std.Dev.;630;278;203;613;136;596;972;302
45959; Person; Human; end of time;5261;Total;549;-;-;-;-;64;62;469
45961; Person; Human; end of time;5262;Iter;1;351;604;694;337;620;394;885
45962; Person; Human; end of time;5262;Iter;2;664;87;594;789;231;787;782
45963; Person; Human; end of time;5262;Iter;3;287;548;748;54;133;808;68
45964; Person; Human; end of time;5262;Iter;4;671;765;486;427;578;855;87
45965; Person; Human; end of time;5262;Iter;5;91;259;183;337;595;359;879
45966; Person; Human; end of time;5262;Average;598;478;182;26;530;52;804;532
45967; Person; Human; end of time;5262;Maximum;172;909;849;936;757;962;947;988
45968; Person; Human; end of time;5262;Std.Dev.;835;892;491;603;674;663;823;900
45969; Person; Human; end of time;5262;Total;39;-;-;-;-;820;767;61
45971; Person; Human; end of time;5263;Iter;1;492;17;763;57;382;272;200
45972; Person; Human; end of time;5263;Iter;2;95;543;366;905;513;593;22
45973; Person; Human; end of time;5263;Iter;3;792;658;718;267;385;23;642
45974; Person; Human; end of time;5263;Iter;4;547;9;470;966;810;333;989
45975; Person; Human; end of time;5263;Average;530;96;476;202;68;178;793;782
45976; Person; Human; end of time;5263;Maximum;123;165;68;211;852;265;422;723
45977; Person; Human; end of time;5263;Std.Dev.;813;627;738;798;462;115;19;320
45978; Person; Human; end of time;5263;Total;674;-;-;-;-;413;160;384
45980; Person; Human; end of time;5264;Iter;1;342;53;362;333;711;168;758
45981; Person; Human; end of time;5264;Iter;2;498;983;685;965;618;787;86
45982; Person; Human; end of time;5264;Iter;3;652;479;697;370;769;932;449
45983; Person; Human; end of time;5264;Iter;4;313;988;787;541;21;747;718
45984; Person; Human; end of time;5264;Average;180;5;869;157;875;702;419;742
45985; Person; Human; end of time;5264;Maximum;882;1;366;421;688;471;886;728
45986; Person; Human; end of time;5264;Std.Dev.;196;34;859;114;124;80;850;485
45987; Person; Human; end of time;5264;Total;355;-;-;-;-;125;851;429
45989; Person; Human; end of time;5265;Iter;1;838;132;920;148;950;369;854
45990; Person; Human; end of time;5265;Iter;2;415;728;808;296;348;827;841
45991; Person; Human; end of time;5265;Iter;3;367;448;307;634;886;282;645
45992; Person; Human; end of time;5265;Iter;4;616;182;547;806;737;683;390
45993; Person; Human; end of time;5265;Average;509;853;61;664;708;438;791;273
45994; Person; Human; end of time;5265;Maximum;465;999;29;365;325;679;97;19
45995; Person; Human; end of time;5265;Std.Dev.;995;6;182;539;558;377;501;116
45996; Person; Human; end of time;5265;Total;533;-;-;-;-;560;764;409
45998; Person; Human; end of time;5266;Iter;1;984;851;904;138;995;666;718
45999; Person; Human; end of time;5266;Iter;2;704;572;443;226;122;225;173
46000; Person; Human; end of time;5266;Iter;3;37;34;383;933;254;579;408
46001; Person; Human; end of time;5266;Iter;4;805;835;21;260;909;694;125
46002; Person; Human; end of time;5266;Average;595;82;538;260;886;858;925;717
46003; Person; Human; end of time;5266;Maximum;832;738;220;702;732;739;332;291
46004; Person; Human; end of time;5266;Std.Dev.;263;534;430;855;158;404;157;767
46005; Person; Human; end of time;5266;Total;634;-;-;-;-;357;127;727
46007; Person; Human; end of time;5267;Iter;1;468;159;496;827;720;95;190
46008; Person; Human; end of time;5267;Iter;2;200;493;254;130;171;941;23
46009; Person; Human; end of time;5267;Iter;3;437;511;278;192;341;172;966
46010; Person; Human; end of time;5267;Iter;4;548;713;377;448;789;92;116
46011; Person; Human; end of time;5267;Iter;5;439;649;502;200;613;939;794
46012; Person; Human; end of time;5267;Average;827;949;643;804;294;479;451;20
46013; Person; Human; end of time;5267;Maximum;542;729;162;589;266;731;760;878
46014; Person; Human; end of time;5267;Std.Dev.;573;313;378;328;546;782;469;615
46015; Person; Human; end of time;5267;Total;823;-;-;-;-;48;528;676
46017; Person; Human; end of time;5268;Iter;1;979;908;123;606;791;53;801
46018; Person; Human; end of time;5268;Iter;2;86;54;995;605;162;178;719
46019; Person; Human; end of time;5268;Iter;3;969;201;870;202;875;553;931
46020; Person; Human; end of time;5268;Iter;4;688;322;148;13;36;432;883
46021; Person; Human; end of time;5268;Iter;5;441;187;724;347;528;75;508
46022; Person; Human; end of time;5268;Average;512;869;263;787;301;427;375;801
46023; Person; Human; end of time;5268;Maximum;628;134;492;81;168;581;656;316
46024; Person; Human; end of time;5268;Std.Dev.;141;380;416;56;343;185;455;967
46025; Person; Human; end of time;5268;Total;287;-;-;-;-;328;630;51
46027; Person; Human; end of time;5269;Iter;1;17;530;50;56;786;985;576
46028; Person; Human; end of time;5269;Iter;2;232;345;730;614;972;606;452
46029; Person; Human; end of time;5269;Iter;3;709;837;58;946;891;617;914
46030; Person; Human; end of time;5269;Average;572;80;412;840;528;722;476;14
46031; Person; Human; end of time;5269;Maximum;417;670;376;171;712;348;493;318
46032; Person; Human; end of time;5269;Std.Dev.;790;547;578;453;431;443;588;158
46033; Person; Human; end of time;5269;Total;176;-;-;-;-;516;119;375
46035; Person; Human; end of time;5270;Iter;1;437;995;240;864;769;165;15
46036; Person; Human; end of time;5270;Iter;2;182;63;942;670;337;3;696
46037; Person; Human; end of time;5270;Iter;3;794;814;276;579;954;312;106
46038; Person; Human; end of time;5270;Iter;4;820;21;841;313;914;436;156
46039; Person; Human; end of time;5270;Iter;5;857;505;553;504;895;29;85
46040; Person; Human; end of time;5270;Average;9;748;227;640;646;703;467;6
46041; Person; Human; end of time;5270;Maximum;137;304;19;956;653;879;815;498
46042; Person; Human; end of time;5270;Std.Dev.;697;399;804;169;475;604;418;574
46043; Person; Human; end of time;5270;Total;399;-;-;-;-;922;904;355
46045; Person; Human; end of time;5271;Iter;1;154;476;206;222;839;911;186
46046; Person; Human; end of time;5271;Iter;2;494;523;148;653;943;923;361
46047; Person; Human; end of time;5271;Iter;3;787;643;361;863;720;454;556
46048; Person; Human; end of time;5271;Average;610;286;715;456;530;411;673;306
46049; Person; Human; end of time;5271;Maximum;249;32;128;384;890;321;287;956
46050; Person; Human; end of time;5271;Std.Dev.;565;324;717;51;82;148;284;353
46051; Person; Human; end of time;5271;Total;433;-;-;-;-;303;561;629
46053; Person; Human; end of time;5272;Iter;1;106;819;945;490;611;612;63
46054; Person; Human; end of time;5272;Iter;2;964;509;73;309;276;722;544
46055; Person; Human; end of time;5272;Iter;3;3;84;993;300;66;723;515
46056; Person; Human; end of time;5272;Average;563;664;227;117;603;946;892;391
46057; Person; Human; end of time;5272;Maximum;956;519;565;140;562;689;787;239
46058; Person; Human; end of time;5272;Std.Dev.;339;49;79;964;992;924;121;536
46059; Person; Human; end of time;5272;Total;523;-;-;-;-;469;282;849
46061; Person; Human; end of time;5273;Iter;1;803;567;366;815;998;824;323
46062; Person; Human; end of time;5273;Iter;2;338;329;781;760;421;217;961
46063; Person; Human; end of time;5273;Iter;3;970;560;347;5;636;944;283
46064; Person; Human; end of time;5273;Average;583;124;703;55;523;296;352;815
46065; Person; Human; end of time;5273;Maximum;112;195;206;667;275;141;931;817
46066; Person; Human; end of time;5273;Std.Dev.;77;45;634;685;502;424;575;348
46067; Person; Human; end of time;5273;Total;738;-;-;-;-;940;61;88
46069; Person; Human; end of time;5274;Iter;1;193;865;649;305;279;991;868
46070; Person; Human; end of time;5274;Average;263;390;773;31;657;840;477;1000
46071; Person; Human; end of time;5274;Maximum;162;985;869;664;257;420;209;840
46072; Person; Human; end of time;5274;Std.Dev.;528;151;298;405;415;283;753;935
46073; Person; Human; end of time;5274;Total;40;-;-;-;-;262;389;577
46075; Person; Human; end of time;5275;Iter;1;465;28;124;833;489;46;424
46076; Person; Human; end of time;5275;Iter;2;752;28;201;253;155;240;501
46077; Person; Human; end of time;5275;Iter;3;717;972;377;256;470;469;503
46078; Person; Human; end of time;5275;Average;839;425;327;246;865;523;581;589
46079; Person; Human; end of time;5275;Maximum;527;568;665;309;400;862;818;964
46080; Person; Human; end of time;5275;Std.Dev.;481;442;871;44;611;284;689;498
46081; Person; Human; end of time;5275;Total;217;-;-;-;-;398;999;772
46083; Person; Human; end of time;5276;Iter;1;977;65;324;254;457;405;168
46084; Person; Human; end of time;5276;Iter;2;954;475;868;373;805;874;660
46085; Person; Human; end of time;5276;Iter;3;465;123;177;967;517;692;785
46086; Person; Human; end of time;5276;Average;591;874;363;852;322;164;793;974
46087; Person; Human; end of time;5276;Maximum;600;542;447;382;623;451;736;394
46088; Person; Human; end of time;5276;Std.Dev.;123;821;737;160;711;332;37;352
46089; Person; Human; end of time;5276;Total;559;-;-;-;-;369;345;390
46091; Person; Human; end of time;5277;Iter;1;980;672;644;976;764;796;706
46092; Person; Human; end of time;5277;Iter;2;274;971;86;835;410;456;804
46093; Person; Human; end of time;5277;Average;780;201;472;665;853;855;556;974
46094; Person; Human; end of time;5277;Maximum;792;356;931;645;984;289;484;878
46095; Person; Human; end of time;5277;Std.Dev.;567;75;622;891;716;660;512;766
46096; Person; Human; end of time;5277;Total;308;-;-;-;-;553;30;923
46098; Person; Human; end of time;5278;Iter;1;911;345;322;618;336;101;735
46099; Person; Human; end of time;5278;Average;732;355;741;985;61;364;53;573
46100; Person; Human; end of time;5278;Maximum;507;642;240;786;523;181;152;660
46101; Person; Human; end of time;5278;Std.Dev.;881;918;223;147;269;262;146;748
46102; Person; Human; end of time;5278;Total;736;-;-;-;-;864;326;688
46104; Person; Human; end of time;5279;Iter;1;480;923;157;289;647;393;644
46105; Person; Human; end of time;5279;Average;754;901;5;114;308;200;832;995
46106; Person; Human; end of time;5279;Maximum;103;364;53;356;244;883;125;966
46107; Person; Human; end of time;5279;Std.Dev.;435;899;162;588;91;417;137;700
46108; Person; Human; end of time;5279;Total;668;-;-;-;-;171;73;738
46110; Person; Human; end of time;5280;Iter;1;603;694;295;237;681;745;712
46111; Person; Human; end of time;5280;Average;502;438;733;803;937;692;541;930
46112; Person; Human; end of time;5280;Maximum;603;405;990;13;370;232;899;421
46113; Person; Human; end of time;5280;Std.Dev.;995;718;875;391;4;459;171;348
46114; Person; Human; end of time;5280;Total;348;-;-;-;-;153;828;718
46116; Person; Human; end of time;5281;Iter;1;438;87;234;901;13;79;592
46117; Person; Human; end of time;5281;Iter;2;148;306;617;432;483;560;701
46118; Person; Human; end of time;5281;Iter;3;759;287;101;936;946;325;879
46119; Person; Human; end of time;5281;Iter;4;322;297;421;262;387;227;7
46120; Person; Human; end of time;5281;Iter;5;896;975;321;870;631;194;902
46121; Person; Human; end of time;5281;Iter;6;110;484;12;1000;372;777;250
46122; Person; Human; end of time;5281;Iter;7;150;885;425;639;669;24;654
46123; Person; Human; end of time;5281;Average;937;728;127;237;715;561;593;671
46124; Person; Human; end of time;5281;Maximum;296;929;80;929;376;500;260;169
46125; Person; Human; end of time;5281;Std.Dev.;482;824;621;19;776;426;380;852
46126; Person; Human; end of time;5281;Total;818;-;-;-;-;619;62;15
46128; Person; Human; end of time;5282;Iter;1;64;563;120;144;995;349;230
46129; Person; Human; end of time;5282;Iter;2;665;843;746;314;892;776;742
46130; Person; Human; end of time;5282;Iter;3;178;506;854;156;289;72;960
46131; Person; Human; end of time;5282;Iter;4;352;346;499;791;580;351;589
46132; Person; Human; end of time;5282;Iter;5;638;429;942;729;834;870;230
46133; Person; Human; end of time;5282;Iter;6;284;842;331;569;995;322;213
46134; Person; Human; end of time;5282;Average;729;115;589;847;990;89;296;508
46135; Person; Human; end of time;5282;Maximum;991;92;734;568;211;553;243;862
46136; Person; Human; end of time;5282;Std.Dev.;433;268;218;29;529;380;536;313
46137; Person; Human; end of time;5282;Total;412;-;-;-;-;999;903;174
46139; Person; Human; end of time;5283;Iter;1;360;383;616;160;242;337;919
46140; Person; Human; end of time;5283;Iter;2;675;748;218;480;890;258;988
46141; Person; Human; end of time;5283;Iter;3;286;680;810;480;695;822;658
46142; Person; Human; end of time;5283;Iter;4;915;131;371;896;200;74;691
46143; Person; Human; end of time;5283;Iter;5;563;511;348;788;154;186;469
46144; Person; Human; end of time;5283;Average;114;125;126;492;840;117;635;916
46145; Person; Human; end of time;5283;Maximum;350;497;4;815;550;350;527;450
46146; Person; Human; end of time;5283;Std.Dev.;545;543;1;512;565;426;521;697
46147; Person; Human; end of time;5283;Total;472;-;-;-;-;798;415;678
46149; Person; Human; end of time;5284;Iter;1;701;92;598;27;984;143;543
46150; Person; Human; end of time;5284;Iter;2;974;719;121;798;662;445;801
46151; Person; Human; end of time;5284;Iter;3;559;340;288;483;634;605;586
46152; Person; Human; end of time;5284;Iter;4;550;541;63;886;564;177;420
46153; Person; Human; end of time;5284;Iter;5;66;278;7;472;412;173;291
46154; Person; Human; end of time;5284;Iter;6;891;435;608;564;264;306;295
46155; Person; Human; end of time;5284;Iter;7;789;525;628;723;791;882;163
46156; Person; Human; end of time;5284;Iter;8;13;543;411;12;882;751;497
46157; Person; Human; end of time;5284;Average;300;432;919;487;783;176;360;968
46158; Person; Human; end of time;5284;Maximum;191;485;302;191;621;572;692;815
46159; Person; Human; end of time;5284;Std.Dev.;165;563;630;666;374;197;80;622
46160; Person; Human; end of time;5284;Total;543;-;-;-;-;153;270;634
46162; Person; Human; end of time;5285;Iter;1;206;569;83;825;757;878;75
46163; Person; Human; end of time;5285;Iter;2;819;215;148;873;516;198;587
46164; Person; Human; end of time;5285;Iter;3;455;978;41;743;295;925;177
46165; Person; Human; end of time;5285;Iter;4;229;671;821;362;133;45;547
46166; Person; Human; end of time;5285;Iter;5;197;420;187;263;180;725;176
46167; Person; Human; end of time;5285;Iter;6;69;451;129;71;48;848;827
46168; Person; Human; end of time;5285;Iter;7;991;855;465;305;589;347;238
46169; Person; Human; end of time;5285;Iter;8;800;535;516;342;142;441;960
46170; Person; Human; end of time;5285;Iter;9;400;293;35;104;951;795;830
46171; Person; Human; end of time;5285;Iter;10;319;416;185;800;694;688;791
46172; Person; Human; end of time;5285;Average;305;347;994;63;639;28;706;230
46173; Person; Human; end of time;5285;Maximum;180;313;525;985;659;786;76;560
46174; Person; Human; end of time;5285;Std.Dev.;348;566;349;601;748;964;524;261
46175; Person; Human; end of time;5285;Total;32;-;-;-;-;601;624;175
46177; Person; Human; end of time;5286;Iter;1;901;327;64;675;327;851;770
46178; Person; Human; end of time;5286;Iter;2;618;185;93;823;579;82;768
46179; Person; Human; end of time;5286;Iter;3;813;137;93;51;933;786;901
46180; Person; Human; end of time;5286;Iter;4;704;568;674;414;536;632;912
46181; Person; Human; end of time;5286;Iter;5;810;170;725;361;64;196;593
46182; Person; Human; end of time;5286;Iter;6;483;561;904;47;860;285;36
46183; Person; Human; end of time;5286;Iter;7;535;257;262;363;986;523;918
46184; Person; Human; end of time;5286;Iter;8;454;771;235;417;864;968;183
46185; Person; Human; end of time;5286;Iter;9;279;39;800;829;143;293;349
46186; Person; Human; end of time;5286;Iter;10;825;253;875;845;869;377;529
46187; Person; Human; end of time;5286;Average;673;186;210;743;356;864;473;129
46188; Person; Human; end of time;5286;Maximum;84;632;925;192;277;516;903;515
46189; Person; Human; end of time;5286;Std.Dev.;106;517;935;657;608;85;76;467
46190; Person; Human; end of time;5286;Total;129;-;-;-;-;813;435;593
